1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.856682	0.000000	6.289149	0.060015	216.3
1	-0.851029	0.000000	6.289149	0.059736	8.2
2	-0.883801	0.000000	6.289149	0.063356	7.9
3	-0.975030	0.000000	6.289149	0.063704	7.3
4	-0.945829	0.000000	6.289149	0.064674	6.9
5	-0.971601	0.000000	6.289149	0.066196	7.1
6	-1.002049	0.000000	6.289149	0.067557	6.5
7	-1.047834	0.000000	6.289149	0.070138	6.7
8	-1.048984	0.000000	6.289149	0.065450	7.4
9	-1.093306	0.000000	6.289149	0.070735	7.4
10	-1.145518	0.000000	6.289149	0.069860	7.6
11	-1.207858	0.000000	6.289149	0.067778	6.9
12	-1.196941	0.000000	6.289149	0.069756	6.8
13	-1.262823	0.000000	6.289149	0.068666	6.5
14	-1.299913	0.000000	6.289149	0.066373	6.1
15	-1.326504	0.000000	6.289149	0.063036	6.5
16	-1.336822	0.000000	6.289149	0.062435	6.8
17	-1.341017	0.000000	6.289149	0.058976	6.5
18	-1.371013	0.000000	6.289149	0.055456	6.5
19	-1.389714	0.000000	6.289149	0.052278	6.4
20	-1.428387	0.000000	6.289149	0.043468	6.5
21	-1.425402	0.000000	6.289149	0.040553	6.4
22	-1.456638	0.000000	6.289149	0.038158	7.2
23	-1.459362	0.000000	6.289149	0.036429	9.7
24	-1.496787	0.000000	6.289149	0.029154	6.9
25	-1.487331	0.000000	6.289149	0.028835	6.2
26	-1.519208	0.000000	6.289149	0.022260	6.2
27	-1.523916	0.000000	6.289149	0.018425	6.4
28	-1.516758	0.000000	6.289149	0.020135	7.3
29	-1.524288	0.000000	6.289149	0.018362	7.8
30	-1.485108	0.000000	6.289149	0.014966	7.3
31	-1.503032	0.000000	6.289149	0.018784	6.9
32	-1.495062	0.000000	6.289149	0.015282	7.8
33	-1.505943	0.000000	6.289149	0.011547	8.1
34	-1.543649	0.000000	6.289149	0.011346	8.0
35	-1.478362	0.000000	6.289149	0.008487	7.2
36	-1.506860	0.000000	6.289149	0.008237	9.1
37	-1.538302	0.000000	6.289149	0.009087	8.6
38	-1.507396	0.000000	6.289149	0.010051	6.5
39	-1.509982	0.000000	6.289149	0.008406	7.1
40	-1.523885	0.000000	6.289149	0.006636	6.2
41	-1.524278	0.000000	6.289149	0.005770	6.3
42	-1.509417	0.000000	6.289149	0.007136	7.1
43	-1.536444	0.000000	6.289149	0.004819	7.0
44	-1.515426	0.000000	6.289149	0.006377	6.2
45	-1.551114	0.000000	6.289149	0.004582	6.8
46	-1.547733	0.000000	6.289149	0.007313	6.5
47	-1.547497	0.000000	6.289149	0.006973	6.7
48	-1.533095	0.000000	6.289149	0.005057	6.9
49	-1.505592	0.000000	6.289149	0.003808	6.5
50	-1.538065	0.000000	6.289149	0.005485	6.9
51	-1.515244	0.000000	6.289149	0.004929	7.9
52	-1.537122	0.000000	6.289149	0.004420	6.5
53	-1.500669	0.000000	6.289149	0.004413	6.7
54	-1.539060	0.000000	6.289149	0.004596	7.3
55	-1.519492	0.000000	6.289149	0.004879	6.9
56	-1.547923	0.849241	6.044701	0.005278	6.9
57	-1.524309	0.834047	6.048907	0.004105	6.5
58	-1.543246	0.821096	6.052497	0.005701	6.3
59	-1.534160	0.805902	6.056715	0.003677	6.7
60	-1.522016	0.790798	6.060913	0.004088	6.6
61	-1.510273	0.775605	6.065141	0.003562	6.4
62	-1.566324	0.765983	6.067823	0.005874	6.3
63	-1.522122	0.751261	6.071929	0.003585	6.4
64	-1.535100	0.736067	6.076174	0.003813	6.9
65	-1.528310	0.720873	6.080424	0.003214	7.0
66	-1.517552	0.711908	6.082935	0.002665	6.1
67	-1.557809	0.696726	6.087191	0.004209	8.0
68	-1.523583	0.681533	6.091457	0.003739	7.5
69	-1.510702	0.666497	6.095684	0.005972	7.2
70	-1.543501	0.728978	6.078156	0.003113	6.2
71	-1.514029	0.755157	6.070842	0.006078	6.8
72	-1.501647	0.739963	6.075085	0.004153	6.2
73	-1.544539	1.165862	5.958357	0.003394	6.3
74	-1.530338	1.150669	5.962444	0.003937	6.5
75	-1.544599	1.609781	5.841371	0.004362	6.4
76	-1.548016	1.594850	5.845231	0.004716	5.9
77	-1.528419	1.579656	5.849165	0.005142	6.6
78	-1.530124	1.565238	5.852902	0.002919	6.5
79	-1.555889	1.550044	5.856846	0.004300	6.4
80	-1.531943	1.534849	5.860795	0.004294	6.5
81	-1.507689	1.519655	5.864749	0.003149	6.1
82	-1.516259	1.511707	5.866820	0.003943	6.4
83	-1.548169	1.498729	5.870204	0.004566	7.0
84	-1.527001	1.503541	5.868949	0.004036	6.5
85	-1.570033	1.489867	5.872517	0.003664	6.3
86	-1.519100	1.474672	5.876487	0.005444	6.1
87	-1.521207	1.459482	5.880462	0.004884	6.7
88	-1.525102	1.444465	5.884396	0.005192	7.1
89	-1.529776	2.444465	5.633403	0.004100	6.5
90	-1.541689	2.429270	5.637057	0.002995	7.4
91	-1.524280	2.414086	5.640712	0.004814	6.1
92	-1.531368	2.399094	5.644326	0.004733	8.1
93	-1.524185	2.383900	5.647994	0.004308	6.6
94	-1.532738	2.368706	5.651666	0.004664	6.9
95	-1.542872	2.353511	5.655343	0.003207	6.5
96	-1.549972	2.340736	5.658439	0.003994	6.7
97	-1.529829	2.325546	5.662124	0.005184	6.6
98	-1.553218	2.310356	5.665813	0.003403	6.0
99	-1.527136	2.295720	5.669373	0.005422	6.3
100	-1.529017	3.118406	5.475989	0.004477	6.4
101	-1.543081	3.103211	5.479441	0.003640	6.5
102	-1.537113	3.088017	5.482897	0.004054	7.2
103	-1.534075	3.072823	5.486358	0.005811	6.6
104	-1.520918	3.058920	5.489528	0.003692	7.6
105	-1.562661	3.043735	5.492995	0.003764	8.2
106	-1.541590	3.078470	5.485071	0.007449	6.8
107	-1.522515	4.078452	5.266359	0.005015	7.3
108	-1.531800	5.078173	5.064470	0.004318	7.3
109	-1.559953	5.062978	5.067423	0.004181	6.3
110	-1.514015	5.378527	5.006804	0.005516	6.8
111	-1.558628	5.374576	5.007554	0.003534	6.5
112	-1.521767	6.329646	4.832559	0.004650	6.4
