1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-1.364780	0.000000	4.517050	0.052710	345.6
1	-1.377707	0.000000	4.517050	0.028823	11.0
2	-1.370206	0.000000	4.517050	0.024352	11.0
3	-1.361260	0.000000	4.517050	0.021873	11.0
4	-1.349596	0.000000	4.517050	0.018987	10.7
5	-1.382675	0.999986	4.311732	0.028721	12.7
6	-1.382462	1.999979	4.124267	0.030002	12.1
7	-1.382444	2.999979	3.952422	0.019952	11.2
8	-1.363726	3.999979	3.794325	0.022765	10.4
9	-1.395167	4.999979	3.648390	0.014005	10.2
10	-1.382042	5.999979	3.513264	0.016167	9.5
11	-1.391024	5.964951	3.517828	0.014743	10.5
12	-1.370627	6.964712	3.392063	0.021966	11.7
13	-1.395637	7.964705	3.274953	0.018854	9.4
14	-1.390532	7.922390	3.279745	0.016684	10.9
15	-1.374591	8.922390	3.170136	0.013803	14.1
16	-1.365248	8.879816	3.174653	0.018335	13.2
17	-1.368792	8.880063	3.174627	0.024520	12.5
18	-1.378065	9.877015	3.072125	0.015981	12.3
19	-1.390632	10.876951	2.975757	0.018682	11.8
20	-1.371056	10.864434	2.976926	0.018465	10.6
21	-1.365212	11.862327	2.886529	0.023743	9.9
22	-1.383514	12.859713	2.801502	0.024005	10.1
23	-1.389178	13.859713	2.721137	0.024079	10.3
24	-1.392123	14.859713	2.645254	0.011358	10.6
25	-1.388734	14.817102	2.648401	0.029377	13.1
26	-1.371388	15.817101	2.576467	0.015990	12.8
27	-1.376308	16.817101	2.508337	0.016983	11.1
28	-1.360087	16.774490	2.511167	0.025879	13.2
29	-1.378987	16.731879	2.514003	0.017714	12.1
30	-1.374509	17.278967	2.478072	0.023732	10.4
31	-1.379487	18.278967	2.414983	0.016601	12.2
32	-1.375468	18.236356	2.417606	0.012463	9.5
33	-1.368403	18.777878	2.384694	0.011326	11.2
34	-1.392147	19.695308	2.330933	0.013626	9.6
35	-1.388552	19.871298	2.320896	0.012896	10.1
36	-1.376384	19.829068	2.323297	0.019293	10.7
37	-1.370932	20.625775	2.278830	0.016481	12.5
38	-1.378959	20.637243	2.278202	0.015703	13.1
39	-1.374537	21.637227	2.224771	0.020998	12.0
40	-1.384401	22.635646	2.173866	0.016208	11.0
41	-1.390819	23.368718	2.137949	0.015905	9.8
42	-1.382424	23.326166	2.140001	0.019056	10.0
43	-1.369628	24.326042	2.092794	0.017468	10.8
44	-1.380102	24.738744	2.073910	0.009681	12.3
45	-1.373968	25.410982	2.043871	0.012342	12.9
46	-1.395622	26.382736	2.001954	0.025985	12.6
47	-1.380034	26.340124	2.003756	0.015500	12.0
48	-1.382659	27.340124	1.962305	0.016163	11.2
49	-1.377328	27.298014	1.964016	0.011349	10.7
50	-1.362074	28.293425	1.924355	0.020505	9.5
51	-1.370794	29.293425	1.886093	0.023585	9.6
52	-1.385290	30.293425	1.849322	0.016586	9.2
53	-1.388950	31.293425	1.813958	0.016536	12.3
54	-1.366518	31.455680	1.808347	0.016653	12.1
55	-1.376849	31.714122	1.799481	0.016917	11.4
56	-1.355167	31.693632	1.800181	0.014749	9.7
57	-1.373394	31.651022	1.801637	0.014493	10.6
58	-1.378856	32.594519	1.769921	0.018109	11.5
59	-1.370254	32.551909	1.771329	0.020340	11.8
60	-1.379715	32.509512	1.772733	0.023429	10.8
61	-1.370021	32.686225	1.766897	0.023500	11.6
62	-1.390937	33.686225	1.734588	0.022058	10.8
63	-1.384442	34.686225	1.703438	0.021260	11.3
64	-1.377363	35.207437	1.687642	0.020047	10.6
65	-1.382947	35.164826	1.688923	0.028211	11.5
66	-1.367837	36.164826	1.659378	0.015625	11.8
67	-1.381347	36.760493	1.642265	0.019680	10.5
68	-1.373241	36.717907	1.643477	0.015735	10.4
69	-1.379856	36.707670	1.643769	0.014666	11.3
70	-1.386327	37.707650	1.615770	0.014849	10.9
71	-1.368048	37.665039	1.616943	0.018224	12.7
72	-1.393202	38.663094	1.589895	0.017342	12.1
73	-1.377786	39.663094	1.563686	0.030594	11.2
74	-1.372009	39.648173	1.564071	0.021036	10.1
75	-1.352943	40.648173	1.538700	0.020716	11.1
76	-1.384738	40.605568	1.539764	0.013816	9.6
77	-1.389898	41.605508	1.515171	0.019327	10.5
78	-1.374394	41.574979	1.515910	0.020323	10.2
79	-1.388949	41.532390	1.516943	0.010704	11.4
80	-1.368503	41.489779	1.517977	0.020126	11.6
81	-1.372802	42.489543	1.494074	0.014508	11.3
82	-1.390234	42.446932	1.495077	0.019569	11.3
83	-1.390065	42.404322	1.496082	0.018744	12.0
84	-1.374360	43.404322	1.472852	0.015823	11.2
85	-1.363112	44.404319	1.450333	0.018781	10.8
86	-1.376572	45.404319	1.428492	0.016774	11.9
87	-1.400671	46.404319	1.407299	0.021656	11.2
88	-1.381203	46.361725	1.408189	0.015576	9.8
89	-1.388608	47.361693	1.387591	0.020775	9.3
90	-1.362812	47.319082	1.388456	0.016945	8.3
91	-1.373270	48.318767	1.368432	0.026576	8.6
92	-1.374516	48.276185	1.369274	0.014604	10.0
93	-1.364122	48.233581	1.370116	0.018380	11.0
94	-1.382533	49.233581	1.350608	0.021069	12.1
95	-1.393027	49.260914	1.350083	0.014252	11.1
96	-1.375869	50.260896	1.331138	0.019492	11.0
97	-1.362766	50.218341	1.331933	0.021811	10.3
98	-1.371322	50.644584	1.324009	0.012834	10.3
99	-1.370587	51.644584	1.305783	0.019887	11.0
100	-1.379970	51.601973	1.306549	0.020874	10.6
101	-1.405260	51.559361	1.307317	0.024169	11.2
102	-1.385176	52.559361	1.289544	0.014782	10.2
103	-1.386081	53.558710	1.272260	0.018125	11.8
104	-1.367768	53.887515	1.266674	0.017320	13.0
