1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.608041	0.000000	7.456254	0.047484	220.3
1	-0.572099	0.000000	7.456254	0.049006	7.7
2	-0.567422	0.000000	7.456254	0.048502	6.8
3	-0.651718	0.000000	7.456254	0.051985	6.4
4	-0.629833	0.000000	7.456254	0.050105	6.2
5	-0.643857	0.000000	7.456254	0.052118	6.2
6	-0.682261	0.000000	7.456254	0.055094	6.4
7	-0.703226	0.000000	7.456254	0.053675	7.4
8	-0.687189	0.000000	7.456254	0.050352	7.6
9	-0.754839	0.000000	7.456254	0.053413	7.2
10	-0.755970	0.000000	7.456254	0.056076	7.4
11	-0.795717	0.000000	7.456254	0.056675	7.1
12	-0.783209	0.000000	7.456254	0.057073	6.6
13	-0.839963	0.000000	7.456254	0.063672	6.2
14	-0.861199	0.000000	7.456254	0.059069	6.0
15	-0.884899	0.000000	7.456254	0.060380	6.5
16	-0.893584	0.000000	7.456254	0.064717	6.6
17	-0.886033	0.000000	7.456254	0.066589	6.3
18	-0.935233	0.000000	7.456254	0.065528	5.8
19	-0.963346	0.000000	7.456254	0.065310	6.0
20	-0.988418	0.000000	7.456254	0.068695	8.6
21	-1.005764	0.000000	7.456254	0.069408	8.9
22	-1.086146	0.000000	7.456254	0.070725	7.8
23	-1.111049	0.000000	7.456254	0.070303	7.9
24	-1.155459	0.000000	7.456254	0.073672	7.8
25	-1.181229	0.000000	7.456254	0.070319	7.3
26	-1.234197	0.000000	7.456254	0.069880	6.8
27	-1.304498	0.000000	7.456254	0.066378	6.2
28	-1.320395	0.000000	7.456254	0.063692	6.8
29	-1.358030	0.000000	7.456254	0.059189	6.8
30	-1.330446	0.000000	7.456254	0.061143	6.3
31	-1.379792	0.000000	7.456254	0.054248	6.2
32	-1.384415	0.000000	7.456254	0.046648	6.3
33	-1.412568	0.000000	7.456254	0.044093	7.2
34	-1.441283	0.000000	7.456254	0.038972	6.3
35	-1.403804	0.000000	7.456254	0.035174	6.6
36	-1.438323	0.000000	7.456254	0.029271	6.7
37	-1.483026	0.000000	7.456254	0.026598	6.8
38	-1.430987	0.000000	7.456254	0.026684	6.5
39	-1.468588	0.000000	7.456254	0.019047	6.1
40	-1.477512	0.000000	7.456254	0.018724	6.1
41	-1.470387	0.000000	7.456254	0.018116	6.1
42	-1.464708	0.000000	7.456254	0.018832	6.0
43	-1.506434	0.000000	7.456254	0.014625	6.7
44	-1.485193	0.000000	7.456254	0.013747	6.9
45	-1.517975	0.000000	7.456254	0.014086	7.0
46	-1.503824	0.000000	7.456254	0.012705	6.7
47	-1.484276	0.000000	7.456254	0.012657	6.5
48	-1.502250	0.000000	7.456254	0.011528	6.3
49	-1.470295	0.000000	7.456254	0.010728	6.1
50	-1.515676	0.000000	7.456254	0.011241	6.4
51	-1.514459	0.000000	7.456254	0.008784	6.3
52	-1.492999	0.000000	7.456254	0.008980	6.2
53	-1.466573	0.000000	7.456254	0.009532	6.6
54	-1.518349	0.000000	7.456254	0.007433	7.0
55	-1.485013	0.000000	7.456254	0.009342	7.1
56	-1.521611	0.000000	7.456254	0.007685	7.5
57	-1.511564	0.000000	7.456254	0.007126	7.0
58	-1.508696	0.000000	7.456254	0.006753	6.9
59	-1.492644	0.000000	7.456254	0.006175	6.7
60	-1.501350	0.000000	7.456254	0.006148	9.8
61	-1.466226	0.000000	7.456254	0.007410	11.8
62	-1.531292	0.000000	7.456254	0.005662	9.8
63	-1.484194	0.000000	7.456254	0.005315	12.4
64	-1.497926	0.000000	7.456254	0.006561	10.9
65	-1.509451	0.000000	7.456254	0.006096	8.4
66	-1.484682	0.000000	7.456254	0.006456	9.0
67	-1.521939	0.000000	7.456254	0.004763	8.7
68	-1.499345	0.000000	7.456254	0.004837	14.7
69	-1.482789	0.000000	7.456254	0.005548	6.9
70	-1.522326	0.000000	7.456254	0.004332	9.0
71	-1.500872	0.000000	7.456254	0.004392	8.7
72	-1.495054	0.000000	7.456254	0.004294	8.1
73	-1.513909	0.000000	7.456254	0.005342	7.8
74	-1.499393	0.000000	7.456254	0.006044	7.8
75	-1.532858	0.783381	7.188110	0.005952	7.8
76	-1.528994	0.759140	7.196118	0.005881	9.2
77	-1.486645	0.734898	7.204144	0.006401	8.3
78	-1.509007	0.710657	7.212188	0.003792	7.3
79	-1.536322	0.686423	7.220248	0.004206	6.6
80	-1.502680	0.663954	7.227736	0.005114	7.5
81	-1.493183	0.639770	7.235814	0.003845	8.6
82	-1.476949	0.616939	7.243456	0.006599	6.6
83	-1.503591	0.592721	7.251580	0.005104	6.3
84	-1.508101	0.568481	7.259730	0.004914	6.2
85	-1.525366	0.544243	7.267897	0.004255	6.3
86	-1.515635	0.520017	7.276079	0.004754	6.2
87	-1.481197	0.495776	7.284284	0.004231	6.4
88	-1.492208	0.474562	7.291480	0.005565	6.5
89	-1.510635	1.252970	7.036424	0.003845	6.0
90	-1.516504	1.231364	7.043263	0.004101	6.5
91	-1.510758	1.207276	7.050903	0.003859	6.9
92	-1.506817	1.186397	7.057538	0.004001	8.8
93	-1.488853	1.162160	7.065257	0.004048	8.5
94	-1.507431	1.137927	7.072990	0.003109	10.0
95	-1.534701	1.114080	7.080617	0.004923	9.6
96	-1.533155	1.091774	7.087767	0.005057	6.3
97	-1.512689	1.067551	7.095547	0.006652	6.4
98	-1.524365	1.043310	7.103350	0.003920	5.8
99	-1.486433	1.019747	7.110951	0.005507	5.8
100	-1.493900	0.995507	7.118788	0.003497	6.4
101	-1.512565	0.971267	7.126642	0.003377	6.2
102	-1.513835	0.947028	7.134512	0.004988	6.4
103	-1.509247	0.923060	7.142312	0.003607	6.6
104	-1.502518	0.898852	7.150208	0.004830	9.1
105	-1.529976	0.874615	7.158130	0.003563	7.0
