1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-1.394804	0.000000	3.068106	0.123809	301.9
1	-1.467711	0.000000	3.068106	0.122583	9.5
2	-1.479782	0.000000	3.068106	0.123944	10.3
3	-1.558181	0.000000	3.068106	0.117441	9.8
4	-1.565027	0.000000	3.068106	0.112278	9.3
5	-1.628747	0.000000	3.068106	0.104500	9.0
6	-1.615153	0.000000	3.068106	0.090761	9.3
7	-1.689448	0.000000	3.068106	0.075314	7.9
8	-1.707492	0.000000	3.068106	0.069969	8.8
9	-1.703316	0.000000	3.068106	0.067683	8.6
10	-1.728042	0.000000	3.068106	0.060667	9.5
11	-1.724937	0.000000	3.068106	0.054960	7.9
12	-1.744355	0.000000	3.068106	0.050907	8.9
13	-1.739404	0.000000	3.068106	0.046589	10.0
14	-1.746762	0.000000	3.068106	0.041424	8.6
15	-1.764918	0.000000	3.068106	0.040865	9.0
16	-1.757008	0.000000	3.068106	0.034221	10.1
17	-1.765341	0.000000	3.068106	0.034025	11.5
18	-1.755237	0.000000	3.068106	0.030490	9.4
19	-1.790676	0.000000	3.068106	0.028279	10.6
20	-1.790848	0.000000	3.068106	0.026589	9.9
21	-1.797532	0.000000	3.068106	0.024297	9.9
22	-1.797788	0.000000	3.068106	0.023470	8.9
23	-1.771274	0.000000	3.068106	0.024535	8.9
24	-1.780893	0.000000	3.068106	0.025417	8.9
25	-1.786170	0.000000	3.068106	0.022986	7.9
26	-1.793388	0.000000	3.068106	0.023987	9.1
27	-1.792541	0.000000	3.068106	0.023850	9.5
28	-1.800726	0.000000	3.068106	0.024228	10.2
29	-1.781626	0.000000	3.068106	0.020841	11.1
30	-1.799260	0.000000	3.068106	0.022077	9.0
31	-1.784488	0.000000	3.068106	0.020438	9.5
32	-1.789540	0.000000	3.068106	0.019603	9.2
33	-1.792468	0.000000	3.068106	0.022936	9.4
34	-1.800109	0.000000	3.068106	0.020171	9.1
35	-1.791060	0.000000	3.068106	0.020377	8.6
36	-1.799024	0.000000	3.068106	0.020467	9.0
37	-1.794248	0.000000	3.068106	0.023274	11.4
38	-1.805727	0.000000	3.068106	0.020067	9.5
39	-1.806980	0.000000	3.068106	0.020412	10.8
40	-1.800789	0.000000	3.068106	0.019611	12.3
41	-1.793770	0.000000	3.068106	0.017952	9.2
42	-1.807830	0.000000	3.068106	0.018082	10.4
43	-1.804808	0.000000	3.068106	0.021144	11.1
44	-1.799540	0.000000	3.068106	0.022062	9.2
45	-1.801422	0.000000	3.068106	0.019924	8.7
46	-1.808750	0.000000	3.068106	0.020336	8.9
47	-1.799458	0.000000	3.068106	0.020277	8.7
48	-1.801047	0.000000	3.068106	0.021714	8.5
49	-1.811676	0.000000	3.068106	0.019605	8.7
50	-1.809060	0.000000	3.068106	0.021353	9.2
51	-1.797306	0.000000	3.068106	0.020727	10.1
52	-1.815547	0.000000	3.068106	0.020287	11.6
53	-1.817868	0.000000	3.068106	0.020418	9.3
54	-1.823689	0.000000	3.068106	0.020465	9.9
55	-1.805834	0.000000	3.068106	0.018328	10.5
56	-1.824574	0.000000	3.068106	0.019298	9.5
57	-1.801472	0.000000	3.068106	0.020417	10.4
58	-1.825139	0.000000	3.068106	0.021356	10.4
59	-1.822710	0.000000	3.068106	0.020329	9.4
60	-1.812180	0.000000	3.068106	0.019111	9.8
61	-1.823342	0.000000	3.068106	0.018990	10.0
62	-1.838027	0.000000	3.068106	0.018043	10.1
63	-1.806528	0.000000	3.068106	0.020047	8.9
64	-1.812925	0.000000	3.068106	0.019075	9.9
65	-1.840492	0.000000	3.068106	0.019381	12.0
66	-1.825269	0.000000	3.068106	0.019151	10.4
67	-1.824763	0.000000	3.068106	0.018907	9.6
68	-1.839364	0.000000	3.068106	0.017862	9.4
69	-1.836785	0.000000	3.068106	0.018996	9.1
70	-1.838592	0.000000	3.068106	0.018452	10.3
71	-1.825675	0.000000	3.068106	0.019713	10.1
72	-1.831253	0.000000	3.068106	0.020633	9.3
73	-1.847035	0.000000	3.068106	0.018176	8.4
74	-1.836348	0.000000	3.068106	0.018261	8.3
75	-1.835697	0.000000	3.068106	0.019007	7.7
76	-1.833158	0.000000	3.068106	0.017758	7.9
77	-1.843502	0.000000	3.068106	0.018744	8.8
78	-1.850080	0.000000	3.068106	0.017327	9.5
79	-1.836680	0.000000	3.068106	0.018520	9.1
80	-1.845497	0.000000	3.068106	0.019469	8.2
81	-1.817133	0.000000	3.068106	0.018540	7.6
82	-1.846908	0.000000	3.068106	0.016378	8.9
83	-1.828928	0.000000	3.068106	0.018526	8.9
84	-1.855024	0.000000	3.068106	0.018454	8.6
85	-1.836435	0.000000	3.068106	0.019618	7.6
86	-1.852107	0.000000	3.068106	0.016394	8.7
87	-1.853447	0.000000	3.068106	0.018075	9.0
88	-1.836782	0.000000	3.068106	0.017348	9.5
89	-1.846104	0.000000	3.068106	0.017012	10.3
90	-1.853870	0.000000	3.068106	0.016765	8.8
91	-1.832237	0.000000	3.068106	0.018385	10.5
92	-1.830361	0.000000	3.068106	0.018377	10.6
93	-1.855359	0.000000	3.068106	0.018322	8.7
94	-1.857411	0.000000	3.068106	0.017227	9.7
95	-1.845217	0.000000	3.068106	0.017972	9.2
96	-1.859039	0.000000	3.068106	0.016668	9.8
97	-1.838788	0.000000	3.068106	0.018131	9.4
98	-1.844000	0.000000	3.068106	0.015481	9.2
99	-1.842096	0.000000	3.068106	0.015780	9.1
100	-1.849849	0.000000	3.068106	0.018374	8.9
101	-1.863251	0.000000	3.068106	0.019716	9.4
102	-1.844764	0.000000	3.068106	0.018834	9.8
103	-1.847207	0.000000	3.068106	0.016956	10.1
104	-1.861114	0.000000	3.068106	0.016622	11.3
105	-1.852491	0.000000	3.068106	0.017329	9.5
106	-1.862062	0.000000	3.068106	0.015930	9.7
107	-1.872684	0.000000	3.068106	0.017301	10.1
108	-1.845742	0.000000	3.068106	0.018475	11.6
109	-1.853534	0.000000	3.068106	0.016505	10.7
110	-1.857040	0.000000	3.068106	0.017210	12.7
111	-1.869999	0.000000	3.068106	0.017238	11.7
112	-1.854093	0.000000	3.068106	0.014902	10.2
113	-1.877100	0.000000	3.068106	0.016401	9.8
114	-1.867908	0.000000	3.068106	0.016904	8.5
115	-1.870456	0.000000	3.068106	0.017319	9.3
116	-1.866730	0.000000	3.068106	0.018794	8.3
117	-1.864365	0.000000	3.068106	0.014519	9.2
118	-1.873055	0.000000	3.068106	0.016819	8.9
119	-1.877177	0.000000	3.068106	0.017298	8.9
120	-1.867076	0.000000	3.068106	0.015577	9.9
121	-1.889090	0.000000	3.068106	0.014782	9.8
122	-1.880173	0.000000	3.068106	0.015204	9.9
123	-1.865745	0.000000	3.068106	0.015276	9.4
124	-1.878153	0.000000	3.068106	0.016553	8.8
125	-1.883121	0.000000	3.068106	0.015533	9.2
126	-1.877819	0.000000	3.068106	0.015159	9.0
127	-1.873770	0.000000	3.068106	0.015602	8.7
128	-1.869658	0.000000	3.068106	0.014938	9.2
129	-1.874778	0.000000	3.068106	0.015286	10.7
130	-1.878075	0.000000	3.068106	0.016831	9.0
131	-1.879760	0.000000	3.068106	0.017232	8.9
132	-1.863863	0.000000	3.068106	0.017887	8.0
133	-1.872581	0.000000	3.068106	0.015649	10.8
134	-1.876009	0.000000	3.068106	0.014310	11.7
135	-1.891508	0.000000	3.068106	0.018251	9.6
136	-1.880159	0.000000	3.068106	0.014953	9.3
137	-1.889713	0.000000	3.068106	0.016206	8.2
138	-1.878377	0.000000	3.068106	0.015827	9.8
139	-1.875858	0.000000	3.068106	0.015910	12.9
140	-1.889177	0.000000	3.068106	0.015699	11.5
141	-1.880487	0.000000	3.068106	0.014582	8.7
142	-1.884220	0.000000	3.068106	0.015441	10.4
143	-1.892315	0.000000	3.068106	0.014144	8.6
144	-1.891595	0.000000	3.068106	0.015391	8.4
145	-1.884050	0.000000	3.068106	0.015896	8.8
146	-1.884181	0.000000	3.068106	0.013255	10.2
147	-1.877164	0.000000	3.068106	0.014798	10.9
148	-1.901005	0.000000	3.068106	0.014088	10.1
149	-1.869698	0.000000	3.068106	0.013784	9.6
150	-1.883434	0.000000	3.068106	0.014409	11.7
151	-1.902869	0.000000	3.068106	0.014100	11.4
152	-1.892141	0.000000	3.068106	0.014037	11.9
153	-1.894822	0.000000	3.068106	0.013789	12.8
154	-1.877100	0.000000	3.068106	0.013327	11.9
155	-1.870401	0.000000	3.068106	0.016234	10.1
156	-1.878393	0.000000	3.068106	0.015767	10.3
157	-1.890535	0.000000	3.068106	0.014212	9.3
158	-1.893590	0.000000	3.068106	0.014507	9.9
159	-1.888725	0.000000	3.068106	0.013667	9.8
160	-1.905157	0.000000	3.068106	0.013156	9.7
161	-1.896603	0.000000	3.068106	0.014634	10.0
162	-1.897585	0.000000	3.068106	0.012520	10.2
163	-1.900629	0.000000	3.068106	0.012941	10.2
164	-1.879483	0.000000	3.068106	0.014379	10.1
165	-1.900369	0.000000	3.068106	0.013048	9.3
166	-1.888229	0.000000	3.068106	0.014167	9.7
167	-1.888027	0.000000	3.068106	0.013995	9.6
168	-1.900312	0.000000	3.068106	0.015043	9.8
169	-1.884764	0.000000	3.068106	0.015319	11.6
170	-1.899605	0.000000	3.068106	0.012224	12.4
171	-1.871592	0.000000	3.068106	0.013425	10.1
172	-1.891043	0.000000	3.068106	0.015434	10.2
173	-1.892217	0.000000	3.068106	0.012062	10.8
174	-1.894533	0.000000	3.068106	0.014057	9.7
175	-1.887818	0.000000	3.068106	0.015009	10.5
176	-1.885756	0.000000	3.068106	0.012000	12.4
177	-1.905797	0.000000	3.068106	0.013875	13.2
178	-1.894690	0.000000	3.068106	0.011883	12.4
179	-1.906706	0.000000	3.068106	0.012486	10.7
180	-1.894921	0.000000	3.068106	0.012148	11.7
181	-1.888162	0.000000	3.068106	0.014311	12.4
182	-1.897196	0.000000	3.068106	0.012457	11.0
183	-1.908158	0.000000	3.068106	0.010453	11.5
184	-1.901230	0.000000	3.068106	0.013109	9.9
185	-1.899653	0.000000	3.068106	0.013759	9.5
186	-1.894904	0.000000	3.068106	0.012918	9.6
187	-1.892567	0.000000	3.068106	0.012694	10.6
188	-1.903037	0.000000	3.068106	0.010033	10.0
189	-1.896692	0.000000	3.068106	0.011136	10.7
190	-1.909526	0.000000	3.068106	0.010817	11.2
191	-1.904607	0.000000	3.068106	0.011611	11.2
192	-1.896017	0.000000	3.068106	0.012450	11.6
193	-1.899280	0.000000	3.068106	0.010825	10.3
194	-1.906202	0.000000	3.068106	0.011724	11.0
195	-1.894845	0.000000	3.068106	0.010656	12.6
196	-1.910481	0.000000	3.068106	0.012510	10.7
197	-1.899179	0.000000	3.068106	0.015651	11.0
198	-1.904675	0.000000	3.068106	0.011996	9.8
199	-1.902397	0.000000	3.068106	0.012573	11.0
200	-1.891672	0.000000	3.068106	0.010728	11.3
201	-1.913558	0.000000	3.068106	0.010436	10.2
202	-1.904746	0.000000	3.068106	0.012571	9.8
203	-1.906177	0.000000	3.068106	0.011325	10.4
204	-1.882190	0.000000	3.068106	0.010605	9.7
205	-1.913901	0.000000	3.068106	0.013476	9.3
206	-1.885942	0.000000	3.068106	0.009792	10.6
207	-1.906483	0.000000	3.068106	0.013513	9.5
208	-1.899877	0.000000	3.068106	0.009292	11.1
209	-1.906879	0.000000	3.068106	0.013353	11.1
210	-1.911538	0.000000	3.068106	0.010515	9.4
211	-1.898860	0.000000	3.068106	0.012036	9.1
212	-1.909175	0.000000	3.068106	0.010633	12.0
213	-1.901760	0.000000	3.068106	0.010847	11.9
214	-1.905773	0.000000	3.068106	0.011606	9.6
215	-1.905186	0.000000	3.068106	0.012933	11.0
216	-1.909755	0.000000	3.068106	0.010647	11.7
217	-1.913646	0.000000	3.068106	0.010890	12.1
218	-1.898519	0.000000	3.068106	0.011611	10.1
219	-1.900795	0.000000	3.068106	0.013174	10.4
220	-1.890235	0.000000	3.068106	0.010522	9.4
221	-1.910369	0.000000	3.068106	0.011454	9.9
222	-1.898594	0.000000	3.068106	0.009325	10.5
223	-1.910761	0.000000	3.068106	0.013903	9.1
224	-1.906412	0.000000	3.068106	0.010113	10.7
225	-1.901902	0.000000	3.068106	0.009918	11.3
226	-1.906607	0.000000	3.068106	0.012690	9.8
227	-1.923517	0.000000	3.068106	0.010397	10.8
228	-1.899996	0.000000	3.068106	0.010566	11.8
229	-1.908158	0.000000	3.068106	0.011479	12.3
230	-1.907939	0.000000	3.068106	0.010836	12.0
231	-1.909370	0.000000	3.068106	0.011977	11.2
